mem_no,ord_no,ord_dt
1265,19988,12/02/2024
1265,19989,09/02/2024
1265,19990,19/02/2024
1265,19991,04/02/2024
1265,19992,16/02/2024
1265,19993,01/01/2024
1265,19994,08/01/2024
1265,19995,29/01/2024
1265,19996,11/02/2024
1265,19997,26/03/2024
1265,19998,05/03/2024
1265,19999,28/02/2024
1265,20000,28/01/2024
1265,20001,07/03/2024
1265,20002,17/02/2024
1265,20003,23/02/2024
1265,20004,05/03/2024
1869,20005,22/02/2024
1869,20006,07/02/2024
1869,20007,16/02/2024
1869,20008,12/02/2024
1869,20009,26/01/2024
1869,20010,31/01/2024
1869,20011,08/01/2024
1869,20012,08/01/2024
1869,20013,10/03/2024
1869,20014,07/03/2024
1760,20015,12/01/2024
1760,20016,22/02/2024
1760,20017,12/03/2024
1760,20018,16/03/2024
1760,20019,06/03/2024
1760,20020,20/02/2024
1760,20021,20/02/2024
1760,20022,13/01/2024
1760,20023,13/01/2024
1760,20024,10/01/2024
1760,20025,17/01/2024
1760,20026,05/01/2024
1760,20027,13/03/2024
1760,20028,09/02/2024
1760,20029,02/02/2024
1760,20030,07/02/2024
1760,20031,07/02/2024
1760,20032,02/03/2024
1760,20033,28/01/2024
1760,20034,14/01/2024
1760,20035,08/01/2024
1760,20036,13/02/2024
1760,20037,11/03/2024
1760,20038,19/02/2024
1760,20039,25/01/2024
1760,20040,22/01/2024
1760,20041,02/03/2024
1760,20042,12/02/2024
1760,20043,11/02/2024
1760,20044,19/01/2024
1760,20045,07/01/2024
1760,20046,31/01/2024
1760,20047,11/03/2024
1760,20048,14/03/2024
1760,20049,03/03/2024
1760,20050,04/02/2024
1760,20051,26/02/2024
1760,20052,13/01/2024
1760,20053,02/02/2024
1760,20054,03/01/2024
1760,20055,18/01/2024
1760,20056,26/01/2024
1760,20057,15/01/2024
1760,20058,10/03/2024
1760,20059,01/03/2024
1760,20060,17/01/2024
1760,20061,08/03/2024
1760,20062,07/03/2024
1760,20063,23/02/2024
1760,20064,15/02/2024
1586,20065,20/01/2024
1586,20066,23/01/2024
1586,20067,04/02/2024
1586,20068,27/01/2024
1586,20069,10/02/2024
1586,20070,18/01/2024
1932,20071,10/01/2024
1541,20072,12/01/2024
1541,20073,13/03/2024
1541,20074,23/01/2024
1541,20075,06/01/2024
1541,20076,05/01/2024
1541,20077,16/01/2024
1541,20078,09/03/2024
1541,20079,26/01/2024
1541,20080,25/01/2024
1442,20081,15/01/2024
1442,20082,08/03/2024
1442,20083,21/02/2024
1442,20084,28/03/2024
1442,20085,15/03/2024
1442,20086,08/01/2024
1442,20087,23/02/2024
1326,20088,02/01/2024
1326,20089,05/02/2024
1326,20090,02/02/2024
1326,20091,08/02/2024
1326,20092,29/01/2024
1326,20093,17/01/2024
1326,20094,27/02/2024
1326,20095,24/01/2024
1326,20096,10/03/2024
1497,20097,07/01/2024
1497,20098,06/01/2024
1497,20099,10/01/2024
1497,20100,25/01/2024
1497,20101,16/03/2024
1497,20102,13/01/2024
1497,20103,27/01/2024
1497,20104,24/03/2024
1948,20105,12/01/2024
1948,20106,12/01/2024
1948,20107,29/03/2024
1948,20108,11/02/2024
1948,20109,06/03/2024
1948,20110,01/02/2024
1948,20111,25/01/2024
1948,20112,25/03/2024
1948,20113,09/03/2024
1948,20114,11/02/2024
1948,20115,07/02/2024
1948,20116,02/01/2024
1948,20117,21/02/2024
1948,20118,09/01/2024
1948,20119,09/01/2024
1948,20120,24/02/2024
1948,20121,18/01/2024
1948,20122,08/02/2024
1948,20123,20/03/2024
1948,20124,13/02/2024
1948,20125,15/03/2024
1270,20126,22/02/2024
1270,20127,30/01/2024
1043,20128,12/01/2024
1043,20129,14/01/2024
1043,20130,05/02/2024
1043,20131,20/01/2024
1043,20132,06/03/2024
1043,20133,20/02/2024
1043,20134,09/02/2024
1043,20135,21/01/2024
1043,20136,05/01/2024
1043,20137,19/02/2024
1043,20138,08/01/2024
1043,20139,18/02/2024
1043,20140,22/01/2024
1043,20141,10/01/2024
1043,20142,07/01/2024
1043,20143,07/01/2024
1043,20144,07/01/2024
1043,20145,12/02/2024
1043,20146,03/02/2024
1043,20147,01/03/2024
1043,20148,01/01/2024
1043,20149,04/02/2024
1043,20150,20/03/2024
1043,20151,07/01/2024
1043,20152,24/02/2024
1043,20153,07/03/2024
1043,20154,09/03/2024
1043,20155,26/03/2024
1043,20156,26/03/2024
1992,20157,05/03/2024
1992,20158,15/01/2024
1992,20159,15/01/2024
1992,20160,11/01/2024
1992,20161,08/01/2024
1992,20162,22/01/2024
1992,20163,08/01/2024
1992,20164,24/01/2024
1992,20165,25/02/2024
1992,20166,15/01/2024
1202,20167,02/02/2024
1202,20168,19/01/2024
1202,20169,22/01/2024
1819,20170,14/01/2024
1819,20171,19/01/2024
1158,20172,14/01/2024
1158,20173,14/01/2024
1280,20174,18/01/2024
1955,20175,08/01/2024
1422,20176,22/02/2024
1422,20177,08/02/2024
1422,20178,22/02/2024
1422,20179,07/01/2024
1422,20180,03/01/2024
1354,20181,12/01/2024
1354,20182,06/03/2024
1354,20183,02/02/2024
1354,20184,21/01/2024
1354,20185,16/01/2024
1354,20186,21/01/2024
1354,20187,27/03/2024
1354,20188,10/01/2024
1354,20189,03/03/2024
1354,20190,22/01/2024
1354,20191,07/03/2024
1047,20192,07/01/2024
1047,20193,15/01/2024
1047,20194,14/01/2024
1047,20195,14/01/2024
1047,20196,15/01/2024
1047,20197,03/01/2024
1047,20198,20/01/2024
1047,20199,22/01/2024
1047,20200,01/02/2024
1047,20201,09/02/2024
1047,20202,01/02/2024
1047,20203,07/02/2024
1047,20204,04/02/2024
1047,20205,23/01/2024
1047,20206,05/02/2024
1047,20207,28/01/2024
1047,20208,31/01/2024
1047,20209,11/01/2024
1047,20210,04/02/2024
1047,20211,01/01/2024
1047,20212,05/02/2024
1047,20213,05/01/2024
1047,20214,07/01/2024
1047,20215,13/01/2024
1047,20216,08/02/2024
1047,20217,10/02/2024
1047,20218,29/01/2024
1003,20219,12/01/2024
1003,20220,11/02/2024
1003,20221,02/01/2024
1175,20222,06/01/2024
1175,20223,23/03/2024
1175,20224,04/02/2024
1175,20225,25/01/2024
1220,20226,07/01/2024
1220,20227,19/02/2024
1220,20228,05/02/2024
1220,20229,22/01/2024
1220,20230,19/01/2024
1220,20231,16/03/2024
1220,20232,08/01/2024
1593,20233,15/01/2024
1593,20234,10/03/2024
1593,20235,21/01/2024
1593,20236,19/03/2024
1593,20237,01/01/2024
1830,20238,23/01/2024
1830,20239,04/01/2024
1830,20240,26/03/2024
1692,20241,20/02/2024
1692,20242,20/02/2024
1692,20243,06/02/2024
1692,20244,21/02/2024
1692,20245,17/01/2024
1692,20246,22/01/2024
1248,20247,15/01/2024
1248,20248,10/02/2024
1248,20249,28/01/2024
1248,20250,27/01/2024
1065,20251,18/01/2024
1065,20252,17/03/2024
1065,20253,13/01/2024
1065,20254,09/02/2024
1065,20255,05/02/2024
1065,20256,19/02/2024
1065,20257,24/01/2024
1065,20258,24/03/2024
1065,20259,18/01/2024
1065,20260,09/03/2024
1243,20261,13/01/2024
1243,20262,03/01/2024
1243,20263,04/01/2024
1054,20264,22/01/2024
1779,20265,05/03/2024
1779,20266,03/03/2024
1779,20267,13/03/2024
1779,20268,26/01/2024
1779,20269,21/01/2024
1779,20270,15/02/2024
1779,20271,18/02/2024
1779,20272,24/01/2024
1779,20273,13/02/2024
1779,20274,21/02/2024
1779,20275,25/01/2024
1779,20276,20/03/2024
1779,20277,02/02/2024
1779,20278,26/01/2024
1779,20279,05/03/2024
1779,20280,14/03/2024
1779,20281,19/03/2024
1016,20282,12/01/2024
1016,20283,22/01/2024
1016,20284,15/01/2024
1016,20285,11/02/2024
1016,20286,17/02/2024
1016,20287,12/03/2024
1016,20288,13/03/2024
1016,20289,23/01/2024
1016,20290,06/01/2024
1016,20291,20/02/2024
1016,20292,03/01/2024
1016,20293,03/01/2024
1016,20294,21/01/2024
1016,20295,09/02/2024
1016,20296,01/02/2024
1016,20297,22/02/2024
1016,20298,30/01/2024
1016,20299,17/02/2024
1016,20300,14/01/2024
1016,20301,11/01/2024
1016,20302,13/01/2024
1016,20303,16/02/2024
1016,20304,29/01/2024
1016,20305,24/02/2024
1016,20306,27/03/2024
1016,20307,12/02/2024
1016,20308,09/01/2024
1016,20309,18/01/2024
1016,20310,16/03/2024
1016,20311,04/03/2024
1016,20312,26/01/2024
1016,20313,26/01/2024
1016,20314,27/01/2024
1016,20315,05/03/2024
1016,20316,26/03/2024
1016,20317,10/02/2024
1016,20318,24/03/2024
1016,20319,08/03/2024
1016,20320,28/02/2024
1456,20321,02/01/2024
1665,20322,03/02/2024
1665,20323,31/03/2024
1665,20324,20/02/2024
1665,20325,10/02/2024
1665,20326,02/03/2024
1665,20327,01/02/2024
1665,20328,08/02/2024
1665,20329,27/02/2024
1665,20330,26/02/2024
1665,20331,09/03/2024
1665,20332,19/02/2024
1665,20333,01/01/2024
1665,20334,13/03/2024
1665,20335,15/03/2024
1665,20336,14/02/2024
1665,20337,20/01/2024
1665,20338,20/01/2024
1665,20339,17/02/2024
1665,20340,22/03/2024
1665,20341,28/03/2024
1665,20342,01/03/2024
1665,20343,17/03/2024
1665,20344,17/03/2024
1665,20345,16/02/2024
1665,20346,08/01/2024
1665,20347,14/02/2024
1665,20348,09/01/2024
1665,20349,19/01/2024
1665,20350,23/01/2024
1665,20351,10/01/2024
1665,20352,02/01/2024
1665,20353,03/01/2024
1665,20354,11/03/2024
1665,20355,27/01/2024
1665,20356,17/01/2024
1665,20357,28/01/2024
1665,20358,13/02/2024
1665,20359,07/03/2024
1665,20360,23/02/2024
1665,20361,26/03/2024
1655,20362,04/02/2024
1655,20363,02/01/2024
1655,20364,17/02/2024
1655,20365,02/03/2024
1332,20366,22/02/2024
1332,20367,26/01/2024
1332,20368,02/01/2024
1332,20369,14/02/2024
1332,20370,22/03/2024
1332,20371,05/01/2024
1332,20372,14/01/2024
1332,20373,29/01/2024
1406,20374,24/01/2024
1118,20375,15/01/2024
1118,20376,31/01/2024
1118,20377,24/03/2024
1118,20378,10/02/2024
1118,20379,18/02/2024
1118,20380,06/02/2024
1118,20381,21/01/2024
1118,20382,29/03/2024
1118,20383,15/02/2024
1118,20384,30/03/2024
1118,20385,17/03/2024
1118,20386,17/03/2024
1118,20387,19/03/2024
1118,20388,29/01/2024
1118,20389,19/03/2024
1118,20390,17/02/2024
1118,20391,23/02/2024
1118,20392,26/03/2024
1769,20393,01/01/2024
1046,20394,06/02/2024
1046,20395,23/01/2024
1046,20396,29/03/2024
1046,20397,01/02/2024
1046,20398,21/02/2024
1046,20399,19/03/2024
1046,20400,10/02/2024
1696,20401,19/01/2024
1377,20402,22/01/2024
1377,20403,14/01/2024
1377,20404,31/03/2024
1377,20405,28/01/2024
1377,20406,06/03/2024
1377,20407,06/02/2024
1377,20408,27/02/2024
1377,20409,10/01/2024
1377,20410,16/02/2024
1377,20411,25/03/2024
1377,20412,22/03/2024
1377,20413,29/03/2024
1377,20414,13/03/2024
1377,20415,04/01/2024
1377,20416,09/02/2024
1377,20417,21/01/2024
1377,20418,23/02/2024
1377,20419,19/02/2024
1377,20420,14/02/2024
1377,20421,05/02/2024
1377,20422,26/02/2024
1377,20423,06/01/2024
1377,20424,19/01/2024
1377,20425,08/01/2024
1377,20426,18/02/2024
1377,20427,15/01/2024
1377,20428,29/01/2024
1377,20429,25/01/2024
1377,20430,27/03/2024
1377,20431,01/03/2024
1377,20432,07/01/2024
1377,20433,16/03/2024
1377,20434,04/03/2024
1377,20435,10/03/2024
1377,20436,19/03/2024
1377,20437,07/03/2024
1377,20438,02/02/2024
1377,20439,14/03/2024
1377,20440,30/03/2024
1377,20441,31/01/2024
1377,20442,24/03/2024
1377,20443,13/02/2024
1377,20444,08/03/2024
1377,20445,19/03/2024
1377,20446,26/03/2024
1876,20447,21/01/2024
1049,20448,12/03/2024
1049,20449,23/01/2024
1049,20450,09/01/2024
1861,20451,15/01/2024
1316,20452,05/03/2024
1316,20453,22/01/2024
1316,20454,21/03/2024
1316,20455,18/02/2024
1891,20456,19/01/2024
1891,20457,31/01/2024
1740,20458,09/03/2024
1740,20459,15/03/2024
1740,20460,07/01/2024
1740,20461,10/02/2024
1376,20462,15/01/2024
1376,20463,12/02/2024
1376,20464,28/02/2024
1376,20465,01/01/2024
1376,20466,21/01/2024
1376,20467,09/02/2024
1376,20468,19/02/2024
1376,20469,20/01/2024
1376,20470,05/02/2024
1376,20471,17/02/2024
1376,20472,06/01/2024
1376,20473,14/01/2024
1376,20474,04/02/2024
1376,20475,08/01/2024
1376,20476,03/02/2024
1376,20477,19/03/2024
1376,20478,13/01/2024
1376,20479,26/02/2024
1376,20480,24/01/2024
1376,20481,26/02/2024
1376,20482,10/02/2024
1376,20483,12/03/2024
1376,20484,24/03/2024
1376,20485,24/03/2024
1376,20486,29/01/2024
1376,20487,23/02/2024
1376,20488,26/03/2024
1031,20489,16/01/2024
1031,20490,09/02/2024
1031,20491,24/01/2024
1031,20492,01/01/2024
1031,20493,02/01/2024
1031,20494,12/03/2024
1305,20495,09/01/2024
1305,20496,25/03/2024
1305,20497,17/02/2024
1305,20498,22/03/2024
1305,20499,15/02/2024
1305,20500,10/03/2024
1305,20501,14/03/2024
1305,20502,11/03/2024
1745,20503,27/01/2024
1745,20504,04/03/2024
1745,20505,12/03/2024
1745,20506,06/02/2024
1745,20507,01/01/2024
1745,20508,14/02/2024
1745,20509,27/01/2024
1745,20510,06/02/2024
1745,20511,27/01/2024
1745,20512,27/01/2024
1745,20513,26/03/2024
1745,20514,11/03/2024
1745,20515,27/01/2024
1247,20516,21/01/2024
1247,20517,15/01/2024
1247,20518,05/01/2024
1247,20519,09/01/2024
1247,20520,05/01/2024
1247,20521,09/01/2024
1247,20522,03/02/2024
1262,20523,12/01/2024
1262,20524,15/01/2024
1262,20525,15/01/2024
1262,20526,07/01/2024
1262,20527,10/02/2024
1262,20528,10/02/2024
1262,20529,03/01/2024
1262,20530,01/02/2024
1262,20531,17/01/2024
1262,20532,21/01/2024
1262,20533,01/02/2024
1262,20534,20/01/2024
1262,20535,06/01/2024
1262,20536,06/01/2024
1262,20537,14/01/2024
1262,20538,14/01/2024
1262,20539,11/01/2024
1262,20540,05/01/2024
1262,20541,05/01/2024
1262,20542,05/01/2024
1262,20543,09/01/2024
1262,20544,03/02/2024
1262,20545,19/01/2024
1262,20546,10/01/2024
1262,20547,18/01/2024
1262,20548,09/01/2024
1262,20549,13/01/2024
1262,20550,03/01/2024
1262,20551,28/01/2024
1262,20552,08/01/2024
1262,20553,19/01/2024
1798,20554,15/03/2024
1798,20555,16/02/2024
1798,20556,15/01/2024
1798,20557,19/02/2024
1798,20558,27/02/2024
1798,20559,02/03/2024
1832,20560,25/02/2024
1832,20561,27/02/2024
1832,20562,27/02/2024
1832,20563,18/01/2024
1832,20564,04/02/2024
1832,20565,27/01/2024
1832,20566,22/02/2024
1832,20567,04/03/2024
1832,20568,02/02/2024
1832,20569,16/03/2024
1832,20570,23/02/2024
1832,20571,26/02/2024
1832,20572,26/02/2024
1832,20573,07/02/2024
1832,20574,15/03/2024
1832,20575,31/01/2024
1832,20576,20/01/2024
1832,20577,01/03/2024
1832,20578,20/02/2024
1832,20579,13/03/2024
1832,20580,10/03/2024
1832,20581,25/02/2024
1832,20582,02/01/2024
1832,20583,03/03/2024
1832,20584,04/03/2024
1832,20585,22/01/2024
1832,20586,25/02/2024
1832,20587,11/03/2024
1832,20588,27/03/2024
1832,20589,10/03/2024
1832,20590,24/02/2024
1832,20591,08/03/2024
1832,20592,28/02/2024
1832,20593,17/01/2024
1832,20594,17/02/2024
1890,20595,22/01/2024
1890,20596,22/02/2024
1890,20597,04/03/2024
1890,20598,20/02/2024
1890,20599,02/03/2024
1890,20600,13/01/2024
1890,20601,16/02/2024
1890,20602,10/02/2024
1890,20603,27/01/2024
1890,20604,18/03/2024
1890,20605,03/02/2024
1890,20606,04/03/2024
1890,20607,02/03/2024
1890,20608,17/01/2024
1890,20609,24/01/2024
1890,20610,09/03/2024
1917,20611,09/02/2024
1917,20612,18/02/2024
1917,20613,21/01/2024
1917,20614,24/01/2024
1917,20615,19/01/2024
1917,20616,17/01/2024
1321,20617,12/01/2024
1321,20618,18/02/2024
1321,20619,08/02/2024
1321,20620,27/01/2024
1210,20621,23/03/2024
1210,20622,14/03/2024
1210,20623,28/02/2024
1210,20624,28/02/2024
1210,20625,07/03/2024
1210,20626,26/01/2024
1210,20627,09/02/2024
1210,20628,13/03/2024
1210,20629,17/02/2024
1210,20630,01/03/2024
1210,20631,27/02/2024
1210,20632,08/03/2024
1210,20633,24/03/2024
1210,20634,13/02/2024
1210,20635,26/03/2024
1328,20636,16/01/2024
1328,20637,08/02/2024
1129,20638,21/03/2024
1129,20639,17/03/2024
1129,20640,17/03/2024
1129,20641,22/01/2024
1129,20642,28/02/2024
1129,20643,02/01/2024
1164,20644,14/01/2024
1164,20645,19/01/2024
1184,20646,03/02/2024
1184,20647,10/02/2024
1184,20648,10/02/2024
1184,20649,09/02/2024
1184,20650,20/01/2024
1184,20651,06/01/2024
1184,20652,15/02/2024
1945,20653,16/01/2024
1945,20654,19/02/2024
1945,20655,14/02/2024
1945,20656,26/01/2024
1945,20657,09/01/2024
1945,20658,20/02/2024
1945,20659,26/01/2024
1284,20660,25/03/2024
1284,20661,17/01/2024
1284,20662,07/02/2024
1284,20663,03/01/2024
1284,20664,24/01/2024
1284,20665,03/03/2024
1284,20666,04/03/2024
1284,20667,07/01/2024
1284,20668,07/01/2024
1284,20669,03/02/2024
1284,20670,25/03/2024
1284,20671,17/01/2024
1284,20672,27/01/2024
1284,20673,27/01/2024
1554,20674,21/01/2024
1554,20675,22/01/2024
1554,20676,21/01/2024
1554,20677,08/01/2024
1690,20678,12/03/2024
1690,20679,20/03/2024
1690,20680,01/02/2024
1690,20681,26/02/2024
1690,20682,15/02/2024
1690,20683,08/01/2024
1690,20684,17/02/2024
1690,20685,07/01/2024
1690,20686,24/02/2024
1690,20687,19/03/2024
1690,20688,26/01/2024
1690,20689,26/01/2024
1690,20690,08/03/2024
1546,20691,15/01/2024
1546,20692,11/01/2024
1546,20693,11/01/2024
1546,20694,20/02/2024
1546,20695,03/01/2024
1546,20696,21/01/2024
1546,20697,22/01/2024
1546,20698,18/02/2024
1546,20699,16/03/2024
1546,20700,31/01/2024
1546,20701,14/03/2024
1546,20702,15/02/2024
1546,20703,10/03/2024
1546,20704,18/01/2024
1546,20705,09/01/2024
1411,20706,07/01/2024
1412,20707,15/01/2024
1412,20708,07/02/2024
1412,20709,23/01/2024
1412,20710,05/02/2024
1412,20711,14/03/2024
1543,20712,12/01/2024
1543,20713,20/01/2024
1543,20714,11/01/2024
1543,20715,04/02/2024
1802,20716,27/02/2024
1802,20717,27/02/2024
1802,20718,22/01/2024
1802,20719,18/01/2024
1802,20720,15/01/2024
1802,20721,14/03/2024
1802,20722,22/02/2024
1802,20723,15/01/2024
1802,20724,14/03/2024
1802,20725,11/01/2024
1802,20726,11/01/2024
1802,20727,08/02/2024
1802,20728,04/02/2024
1802,20729,06/01/2024
1802,20730,23/02/2024
1802,20731,02/02/2024
1802,20732,20/02/2024
1802,20733,18/02/2024
1802,20734,27/02/2024
1802,20735,01/02/2024
1802,20736,06/02/2024
1802,20737,16/01/2024
1802,20738,14/01/2024
1802,20739,06/02/2024
1802,20740,11/01/2024
1802,20741,26/02/2024
1802,20742,04/01/2024
1802,20743,11/02/2024
1802,20744,11/02/2024
1802,20745,01/02/2024
1802,20746,15/03/2024
1802,20747,30/01/2024
1802,20748,10/02/2024
1802,20749,17/02/2024
1802,20750,11/01/2024
1802,20751,04/02/2024
1802,20752,22/01/2024
1802,20753,22/01/2024
1802,20754,24/01/2024
1802,20755,08/01/2024
1802,20756,01/01/2024
1802,20757,29/01/2024
1802,20758,25/01/2024
1802,20759,21/01/2024
1802,20760,26/01/2024
1802,20761,15/02/2024
1802,20762,24/02/2024
1802,20763,21/01/2024
1802,20764,23/03/2024
1802,20765,02/01/2024
1802,20766,07/01/2024
1802,20767,20/02/2024
1802,20768,25/02/2024
1802,20769,02/01/2024
1802,20770,13/02/2024
1802,20771,18/01/2024
1802,20772,16/03/2024
1802,20773,03/01/2024
1802,20774,25/03/2024
1802,20775,30/03/2024
1802,20776,25/01/2024
1802,20777,10/02/2024
1802,20778,24/03/2024
1802,20779,13/02/2024
1802,20780,23/02/2024
1650,20781,09/01/2024
1650,20782,22/02/2024
1650,20783,21/03/2024
1650,20784,06/03/2024
1650,20785,16/03/2024
1650,20786,24/03/2024
1650,20787,20/02/2024
1650,20788,08/02/2024
1650,20789,22/03/2024
1650,20790,13/03/2024
1650,20791,13/03/2024
1650,20792,31/03/2024
1650,20793,29/03/2024
1650,20794,01/02/2024
1650,20795,02/01/2024
1650,20796,14/02/2024
1650,20797,15/03/2024
1650,20798,15/03/2024
1650,20799,15/03/2024
1650,20800,14/02/2024
1650,20801,30/01/2024
1650,20802,20/01/2024
1650,20803,28/03/2024
1650,20804,11/01/2024
1650,20805,06/03/2024
1650,20806,24/01/2024
1650,20807,05/01/2024
1650,20808,16/01/2024
1650,20809,16/01/2024
1650,20810,01/01/2024
1650,20811,02/01/2024
1650,20812,08/01/2024
1650,20813,01/01/2024
1650,20814,31/01/2024
1650,20815,10/02/2024
1650,20816,13/02/2024
1650,20817,15/02/2024
1650,20818,23/03/2024
1650,20819,09/03/2024
1477,20820,06/01/2024
1477,20821,06/01/2024
1477,20822,16/03/2024
1477,20823,27/02/2024
1477,20824,16/02/2024
1477,20825,07/02/2024
1477,20826,06/02/2024
1477,20827,09/02/2024
1477,20828,01/02/2024
1477,20829,02/01/2024
1477,20830,14/02/2024
1477,20831,15/03/2024
1477,20832,25/03/2024
1477,20833,13/01/2024
1477,20834,23/01/2024
1477,20835,22/03/2024
1477,20836,03/01/2024
1477,20837,11/01/2024
1477,20838,16/02/2024
1477,20839,21/01/2024
1477,20840,24/01/2024
1477,20841,21/01/2024
1477,20842,01/01/2024
1477,20843,20/03/2024
1477,20844,27/03/2024
1477,20845,02/03/2024
1477,20846,04/02/2024
1477,20847,20/02/2024
1477,20848,10/01/2024
1477,20849,10/01/2024
1477,20850,05/01/2024
1477,20851,31/01/2024
1477,20852,27/03/2024
1477,20853,10/02/2024
1477,20854,14/03/2024
1477,20855,31/01/2024
1477,20856,17/01/2024
1477,20857,27/01/2024
1739,20858,23/01/2024
1739,20859,22/03/2024
1739,20860,21/01/2024
1739,20861,07/01/2024
1739,20862,18/02/2024
1302,20863,12/03/2024
1302,20864,23/01/2024
1302,20865,25/03/2024
1302,20866,13/03/2024
1302,20867,28/03/2024
1302,20868,01/03/2024
1302,20869,01/03/2024
